ID,WIDTH,HEIGHT,PROFIT,COPIES
0,9,3,54,1
1,17,14,476,1
2,25,16,400,1
3,1,8,24,1
4,27,6,162,1
5,33,11,1089,1
6,28,4,224,1
7,23,20,460,1
8,32,13,832,1
9,4,3,12,1
10,26,32,1664,1
11,30,24,720,1
12,21,23,966,1
13,12,30,720,1
14,16,4,128,1
15,27,5,135,1
16,20,13,780,1
17,23,21,1449,1
18,30,18,1080,1
19,29,9,522,1
20,9,3,54,1
21,17,14,476,1
22,25,16,400,1
23,1,8,24,1
24,27,6,162,1
25,33,11,1089,1
26,28,4,224,1
27,23,20,460,1
28,32,13,832,1
29,4,3,12,1
30,26,32,1664,1
31,30,24,720,1
32,21,23,966,1
33,12,30,720,1
34,16,4,128,1
35,27,5,135,1
36,20,13,780,1
37,23,21,1449,1
38,30,18,1080,1
39,29,9,522,1
40,9,3,54,1
41,17,14,476,1
42,25,16,400,1
43,1,8,24,1
44,27,6,162,1
45,33,11,1089,1
46,28,4,224,1
47,23,20,460,1
48,32,13,832,1
49,4,3,12,1
50,26,32,1664,1
51,30,24,720,1
52,21,23,966,1
53,12,30,720,1
54,16,4,128,1
55,27,5,135,1
56,20,13,780,1
57,23,21,1449,1
58,30,18,1080,1
59,29,9,522,1
60,9,3,54,1
61,17,14,476,1
62,25,16,400,1
63,1,8,24,1
64,27,6,162,1
65,33,11,1089,1
66,28,4,224,1
67,23,20,460,1
68,32,13,832,1
69,4,3,12,1
70,26,32,1664,1
71,30,24,720,1
72,21,23,966,1
73,12,30,720,1
74,16,4,128,1
75,27,5,135,1
76,20,13,780,1
77,23,21,1449,1
78,30,18,1080,1
79,29,9,522,1
80,9,3,54,1
81,17,14,476,1
82,25,16,400,1
83,1,8,24,1
84,27,6,162,1
85,33,11,1089,1
86,28,4,224,1
87,23,20,460,1
88,32,13,832,1
89,4,3,12,1
90,26,32,1664,1
91,30,24,720,1
92,21,23,966,1
93,12,30,720,1
94,16,4,128,1
95,27,5,135,1
96,20,13,780,1
97,23,21,1449,1
98,30,18,1080,1
99,29,9,522,1
