ID,WIDTH,HEIGHT,PROFIT,COPIES
0,70,98,6880,1
1,95,71,6765,1
2,79,90,7130,1
3,81,90,7310,1
4,89,82,7318,1
5,98,67,6586,1
6,72,99,7148,1
7,100,88,8820,1
8,81,97,7877,1
9,71,82,5842,1
10,72,97,7004,1
11,70,68,4780,1
12,82,88,7236,1
13,78,90,7040,1
14,75,75,5645,1
15,70,76,5340,1
16,96,67,6452,1
17,91,79,7209,1
18,75,98,7370,1
19,94,71,6694,1
20,72,76,5492,1
21,99,78,7742,1
22,78,66,5168,1
23,88,88,7764,1
24,67,89,5983,1
25,93,88,8204,1
26,87,68,5936,1
27,87,71,6197,1
28,100,77,7720,1
29,68,87,5936,1
30,94,76,7164,1
31,78,78,6104,1
32,74,86,6384,1
33,93,94,8762,1
34,92,73,6736,1
35,88,72,6356,1
36,70,74,5200,1
37,83,96,7988,1
38,85,91,7755,1
39,82,100,8220,1
40,85,88,7500,1
41,66,67,4442,1
42,76,67,5112,1
43,90,72,6500,1
44,92,78,7196,1
45,78,73,5714,1
46,85,84,7160,1
47,95,67,6385,1
48,70,88,6180,1
49,75,82,6170,1
