ID,WIDTH,HEIGHT,PROFIT,COPIES
0,89,94,8366,1
1,94,99,18612,1
2,88,92,8096,1
3,83,84,20916,1
4,95,70,13300,1
5,71,96,20448,1
6,97,78,22698,1
7,83,66,10956,1
8,85,85,21675,1
9,82,72,17712,1
10,78,92,14352,1
11,78,88,6864,1
12,83,86,7138,1
13,96,74,7104,1
14,91,89,8099,1
15,81,77,6237,1
16,87,95,24795,1
17,87,85,22185,1
18,71,99,21087,1
19,95,87,24795,1
20,89,94,8366,1
21,94,99,18612,1
22,88,92,8096,1
23,83,84,20916,1
24,95,70,13300,1
25,71,96,20448,1
26,97,78,22698,1
27,83,66,10956,1
28,85,85,21675,1
29,82,72,17712,1
30,78,92,14352,1
31,78,88,6864,1
32,83,86,7138,1
33,96,74,7104,1
34,91,89,8099,1
35,81,77,6237,1
36,87,95,24795,1
37,87,85,22185,1
38,71,99,21087,1
39,95,87,24795,1
40,89,94,8366,1
41,94,99,18612,1
42,88,92,8096,1
43,83,84,20916,1
44,95,70,13300,1
45,71,96,20448,1
46,97,78,22698,1
47,83,66,10956,1
48,85,85,21675,1
49,82,72,17712,1
50,78,92,14352,1
51,78,88,6864,1
52,83,86,7138,1
53,96,74,7104,1
54,91,89,8099,1
55,81,77,6237,1
56,87,95,24795,1
57,87,85,22185,1
58,71,99,21087,1
59,95,87,24795,1
60,89,94,8366,1
61,94,99,18612,1
62,88,92,8096,1
63,83,84,20916,1
64,95,70,13300,1
65,71,96,20448,1
66,97,78,22698,1
67,83,66,10956,1
68,85,85,21675,1
69,82,72,17712,1
70,78,92,14352,1
71,78,88,6864,1
72,83,86,7138,1
73,96,74,7104,1
74,91,89,8099,1
75,81,77,6237,1
76,87,95,24795,1
77,87,85,22185,1
78,71,99,21087,1
79,95,87,24795,1
80,89,94,8366,1
81,94,99,18612,1
82,88,92,8096,1
83,83,84,20916,1
84,95,70,13300,1
85,71,96,20448,1
86,97,78,22698,1
87,83,66,10956,1
88,85,85,21675,1
89,82,72,17712,1
90,78,92,14352,1
91,78,88,6864,1
92,83,86,7138,1
93,96,74,7104,1
94,91,89,8099,1
95,81,77,6237,1
96,87,95,24795,1
97,87,85,22185,1
98,71,99,21087,1
99,95,87,24795,1
