ID,WIDTH,HEIGHT,PROFIT,COPIES
0,80,80,19200,1
1,58,58,3364,1
2,71,71,10082,1
3,68,68,9248,1
4,65,65,4225,1
5,1,1,2,1
6,42,42,3528,1
7,68,68,4624,1
8,51,51,7803,1
9,98,98,28812,1
10,82,82,13448,1
11,88,88,23232,1
12,69,69,4761,1
13,57,57,6498,1
14,39,39,4563,1
15,48,48,4608,1
16,56,56,9408,1
17,41,41,5043,1
18,74,74,5476,1
19,89,89,23763,1
20,90,90,24300,1
21,59,59,3481,1
22,96,96,18432,1
23,54,54,8748,1
24,16,16,512,1
25,69,69,14283,1
26,97,97,18818,1
27,10,10,300,1
28,32,32,2048,1
29,66,66,8712,1
