ID,WIDTH,HEIGHT,PROFIT,COPIES
0,9,3,27,1
1,17,14,714,1
2,25,16,400,1
3,1,8,8,1
4,27,6,324,1
5,33,11,726,1
6,28,4,224,1
7,23,20,460,1
8,32,13,416,1
9,4,3,12,1
10,26,32,832,1
11,30,24,2160,1
12,21,23,1449,1
13,12,30,360,1
14,16,4,64,1
15,27,5,135,1
16,20,13,780,1
17,23,21,966,1
18,30,18,540,1
19,29,9,261,1
20,33,16,1584,1
21,17,7,238,1
22,21,26,1092,1
23,3,18,108,1
24,24,2,96,1
25,5,4,20,1
26,18,30,1080,1
27,9,29,261,1
28,31,19,1767,1
29,29,32,928,1
30,4,5,60,1
31,14,7,294,1
32,29,19,551,1
33,29,15,1305,1
34,28,12,1008,1
35,28,23,644,1
36,28,33,924,1
37,3,20,180,1
38,21,27,1701,1
39,4,7,28,1
40,27,1,81,1
41,29,27,2349,1
42,26,16,416,1
43,31,19,1767,1
44,12,24,288,1
45,10,31,930,1
46,25,12,900,1
47,1,16,48,1
48,5,3,45,1
49,18,31,1674,1
50,4,9,72,1
51,20,14,840,1
52,12,17,408,1
53,6,25,450,1
54,19,28,1064,1
55,26,24,1248,1
56,6,16,288,1
57,30,16,1440,1
58,13,27,1053,1
59,10,5,100,1
60,14,16,448,1
61,11,8,88,1
62,3,21,126,1
63,22,4,88,1
64,7,18,378,1
65,18,30,1080,1
66,16,18,576,1
67,16,3,96,1
68,15,10,300,1
69,28,6,168,1
70,13,18,234,1
71,28,31,1736,1
72,5,11,110,1
73,28,30,1680,1
74,8,4,96,1
75,13,32,832,1
76,3,23,138,1
77,19,20,760,1
78,10,26,780,1
79,18,18,648,1
80,24,15,720,1
81,7,3,21,1
82,17,6,306,1
83,20,3,120,1
84,27,26,1404,1
85,7,24,168,1
86,23,10,690,1
87,31,4,248,1
88,7,1,7,1
89,28,26,2184,1
90,29,9,783,1
91,27,12,972,1
92,33,25,1650,1
93,10,6,60,1
94,27,24,1296,1
95,3,20,60,1
96,17,13,663,1
97,14,4,112,1
98,8,4,96,1
99,11,14,308,1
100,23,8,368,1
101,6,6,108,1
102,33,2,132,1
103,26,17,442,1
104,16,26,1248,1
105,23,3,69,1
106,14,30,840,1
107,14,22,616,1
108,32,13,416,1
109,2,7,42,1
110,5,30,300,1
111,33,13,858,1
112,31,15,465,1
113,16,17,272,1
114,9,29,261,1
115,28,29,1624,1
116,24,28,1344,1
117,16,11,176,1
118,17,25,1275,1
119,29,33,1914,1
120,30,19,1710,1
121,18,20,720,1
122,9,12,216,1
123,14,2,28,1
124,24,7,336,1
125,22,10,220,1
126,31,14,868,1
127,24,22,528,1
128,1,16,16,1
129,18,11,198,1
130,18,26,468,1
131,28,14,1176,1
132,28,3,168,1
133,6,7,84,1
134,16,6,96,1
135,11,20,220,1
136,13,26,1014,1
137,10,9,180,1
138,7,7,49,1
139,23,25,575,1
140,31,19,589,1
141,28,31,2604,1
142,18,5,180,1
143,6,5,90,1
144,31,4,248,1
145,10,24,480,1
146,8,32,256,1
147,16,29,464,1
148,29,23,1334,1
149,13,25,975,1
150,28,2,168,1
151,4,22,88,1
152,9,29,522,1
153,21,31,651,1
154,15,16,480,1
155,13,25,325,1
156,1,14,14,1
157,18,12,216,1
158,4,13,52,1
159,12,24,864,1
160,30,23,2070,1
161,14,28,392,1
162,2,28,168,1
163,23,14,322,1
164,6,16,96,1
165,26,27,2106,1
166,10,31,310,1
167,20,3,60,1
168,7,14,196,1
169,4,18,216,1
170,25,12,300,1
171,13,2,78,1
172,16,11,352,1
173,19,20,760,1
174,32,31,992,1
175,24,11,264,1
176,12,30,360,1
177,22,13,286,1
178,22,18,1188,1
179,20,8,320,1
180,32,1,32,1
181,15,23,1035,1
182,5,14,140,1
183,26,23,598,1
184,20,26,520,1
185,1,16,48,1
186,19,8,304,1
187,3,28,84,1
188,17,3,51,1
189,1,11,22,1
190,24,4,96,1
191,13,10,130,1
192,24,16,1152,1
193,17,2,68,1
194,10,30,600,1
195,1,27,81,1
196,4,22,176,1
197,31,13,1209,1
198,23,19,437,1
199,33,24,1584,1
