ID,WIDTH,HEIGHT,PROFIT,COPIES
0,80,24,1940,1
1,86,25,2170,1
2,87,2,194,1
3,82,6,512,1
4,79,28,2232,1
5,86,3,278,1
6,75,17,1295,1
7,97,27,2639,1
8,82,15,1250,1
9,76,26,1996,1
10,69,32,2228,1
11,72,8,596,1
12,75,29,2195,1
13,81,8,668,1
14,74,11,834,1
15,96,25,2420,1
16,80,3,260,1
17,88,12,1076,1
18,77,3,251,1
19,98,3,314,1
20,80,24,1940,1
21,86,25,2170,1
22,87,2,194,1
23,82,6,512,1
24,79,28,2232,1
25,86,3,278,1
26,75,17,1295,1
27,97,27,2639,1
28,82,15,1250,1
29,76,26,1996,1
30,69,32,2228,1
31,72,8,596,1
32,75,29,2195,1
33,81,8,668,1
34,74,11,834,1
35,96,25,2420,1
36,80,3,260,1
37,88,12,1076,1
38,77,3,251,1
39,98,3,314,1
40,80,24,1940,1
41,86,25,2170,1
42,87,2,194,1
43,82,6,512,1
44,79,28,2232,1
45,86,3,278,1
46,75,17,1295,1
47,97,27,2639,1
48,82,15,1250,1
49,76,26,1996,1
50,69,32,2228,1
51,72,8,596,1
52,75,29,2195,1
53,81,8,668,1
54,74,11,834,1
55,96,25,2420,1
56,80,3,260,1
57,88,12,1076,1
58,77,3,251,1
59,98,3,314,1
60,80,24,1940,1
61,86,25,2170,1
62,87,2,194,1
63,82,6,512,1
64,79,28,2232,1
65,86,3,278,1
66,75,17,1295,1
67,97,27,2639,1
68,82,15,1250,1
69,76,26,1996,1
70,69,32,2228,1
71,72,8,596,1
72,75,29,2195,1
73,81,8,668,1
74,74,11,834,1
75,96,25,2420,1
76,80,3,260,1
77,88,12,1076,1
78,77,3,251,1
79,98,3,314,1
80,80,24,1940,1
81,86,25,2170,1
82,87,2,194,1
83,82,6,512,1
84,79,28,2232,1
85,86,3,278,1
86,75,17,1295,1
87,97,27,2639,1
88,82,15,1250,1
89,76,26,1996,1
90,69,32,2228,1
91,72,8,596,1
92,75,29,2195,1
93,81,8,668,1
94,74,11,834,1
95,96,25,2420,1
96,80,3,260,1
97,88,12,1076,1
98,77,3,251,1
99,98,3,314,1
100,80,24,1940,1
101,86,25,2170,1
102,87,2,194,1
103,82,6,512,1
104,79,28,2232,1
105,86,3,278,1
106,75,17,1295,1
107,97,27,2639,1
108,82,15,1250,1
109,76,26,1996,1
110,69,32,2228,1
111,72,8,596,1
112,75,29,2195,1
113,81,8,668,1
114,74,11,834,1
115,96,25,2420,1
116,80,3,260,1
117,88,12,1076,1
118,77,3,251,1
119,98,3,314,1
120,80,24,1940,1
121,86,25,2170,1
122,87,2,194,1
123,82,6,512,1
124,79,28,2232,1
125,86,3,278,1
126,75,17,1295,1
127,97,27,2639,1
128,82,15,1250,1
129,76,26,1996,1
130,69,32,2228,1
131,72,8,596,1
132,75,29,2195,1
133,81,8,668,1
134,74,11,834,1
135,96,25,2420,1
136,80,3,260,1
137,88,12,1076,1
138,77,3,251,1
139,98,3,314,1
140,80,24,1940,1
141,86,25,2170,1
142,87,2,194,1
143,82,6,512,1
144,79,28,2232,1
145,86,3,278,1
146,75,17,1295,1
147,97,27,2639,1
148,82,15,1250,1
149,76,26,1996,1
150,69,32,2228,1
151,72,8,596,1
152,75,29,2195,1
153,81,8,668,1
154,74,11,834,1
155,96,25,2420,1
156,80,3,260,1
157,88,12,1076,1
158,77,3,251,1
159,98,3,314,1
160,80,24,1940,1
161,86,25,2170,1
162,87,2,194,1
163,82,6,512,1
164,79,28,2232,1
165,86,3,278,1
166,75,17,1295,1
167,97,27,2639,1
168,82,15,1250,1
169,76,26,1996,1
170,69,32,2228,1
171,72,8,596,1
172,75,29,2195,1
173,81,8,668,1
174,74,11,834,1
175,96,25,2420,1
176,80,3,260,1
177,88,12,1076,1
178,77,3,251,1
179,98,3,314,1
180,80,24,1940,1
181,86,25,2170,1
182,87,2,194,1
183,82,6,512,1
184,79,28,2232,1
185,86,3,278,1
186,75,17,1295,1
187,97,27,2639,1
188,82,15,1250,1
189,76,26,1996,1
190,69,32,2228,1
191,72,8,596,1
192,75,29,2195,1
193,81,8,668,1
194,74,11,834,1
195,96,25,2420,1
196,80,3,260,1
197,88,12,1076,1
198,77,3,251,1
199,98,3,314,1
