ID,WIDTH,HEIGHT,PROFIT,COPIES
0,80,24,1940,1
1,86,25,2170,1
2,87,2,194,1
3,82,6,512,1
4,79,28,2232,1
5,86,3,278,1
6,75,17,1295,1
7,97,27,2639,1
8,82,15,1250,1
9,76,26,1996,1
10,69,32,2228,1
11,72,8,596,1
12,75,29,2195,1
13,81,8,668,1
14,74,11,834,1
15,96,25,2420,1
16,80,3,260,1
17,88,12,1076,1
18,77,3,251,1
19,98,3,314,1
20,71,12,872,1
21,73,29,2137,1
22,79,27,2153,1
23,98,12,1196,1
24,89,21,1889,1
25,98,29,2862,1
26,93,26,2438,1
27,81,22,1802,1
28,93,32,2996,1
29,85,14,1210,1
30,93,18,1694,1
31,96,3,308,1
32,82,13,1086,1
33,70,3,230,1
34,86,18,1568,1
35,71,10,730,1
36,89,14,1266,1
37,66,16,1076,1
38,95,33,3155,1
39,71,15,1085,1
40,91,27,2477,1
41,67,10,690,1
42,93,13,1229,1
43,85,24,2060,1
44,85,33,2825,1
45,86,23,1998,1
46,76,24,1844,1
47,75,19,1445,1
48,77,7,559,1
49,74,27,2018,1
