ID,WIDTH,HEIGHT,PROFIT,COPIES
0,80,80,19200,1
1,58,58,10092,1
2,71,71,10082,1
3,68,68,9248,1
4,65,65,4225,1
5,1,1,3,1
6,42,42,1764,1
7,68,68,4624,1
8,51,51,2601,1
9,98,98,28812,1
10,82,82,6724,1
11,88,88,23232,1
12,69,69,9522,1
13,57,57,6498,1
14,39,39,3042,1
15,48,48,2304,1
16,56,56,6272,1
17,41,41,3362,1
18,74,74,5476,1
19,89,89,15842,1
20,90,90,8100,1
21,59,59,3481,1
22,96,96,27648,1
23,54,54,5832,1
24,16,16,768,1
25,69,69,4761,1
26,97,97,18818,1
27,10,10,300,1
28,32,32,2048,1
29,66,66,8712,1
30,90,90,16200,1
31,8,8,128,1
32,64,64,4096,1
33,34,34,1156,1
34,36,36,3888,1
35,37,37,1369,1
36,91,91,16562,1
37,11,11,363,1
38,62,62,3844,1
39,68,68,9248,1
40,82,82,6724,1
41,6,6,36,1
42,17,17,578,1
43,16,16,512,1
44,63,63,11907,1
45,63,63,11907,1
46,3,3,18,1
47,91,91,8281,1
48,66,66,4356,1
49,11,11,121,1
