ID,WIDTH,HEIGHT,PROFIT,COPIES
0,80,24,1940,1
1,86,25,2170,1
2,87,2,194,1
3,82,6,512,1
4,79,28,2232,1
5,86,3,278,1
6,75,17,1295,1
7,97,27,2639,1
8,82,15,1250,1
9,76,26,1996,1
10,69,32,2228,1
11,72,8,596,1
12,75,29,2195,1
13,81,8,668,1
14,74,11,834,1
15,96,25,2420,1
16,80,3,260,1
17,88,12,1076,1
18,77,3,251,1
19,98,3,314,1
20,71,12,872,1
21,73,29,2137,1
22,79,27,2153,1
23,98,12,1196,1
24,89,21,1889,1
25,98,29,2862,1
26,93,26,2438,1
27,81,22,1802,1
28,93,32,2996,1
29,85,14,1210,1
30,93,18,1694,1
31,96,3,308,1
32,82,13,1086,1
33,70,3,230,1
34,86,18,1568,1
35,71,10,730,1
36,89,14,1266,1
37,66,16,1076,1
38,95,33,3155,1
39,71,15,1085,1
40,91,27,2477,1
41,67,10,690,1
42,93,13,1229,1
43,85,24,2060,1
44,85,33,2825,1
45,86,23,1998,1
46,76,24,1844,1
47,75,19,1445,1
48,77,7,559,1
49,74,27,2018,1
50,95,22,2110,1
51,84,14,1196,1
52,70,19,1350,1
53,97,19,1863,1
54,86,30,2600,1
55,97,15,1475,1
56,89,22,1978,1
57,66,27,1802,1
58,80,10,820,1
59,94,2,208,1
60,84,20,1700,1
61,97,13,1281,1
62,73,15,1115,1
63,80,3,260,1
64,72,12,884,1
65,69,8,572,1
66,69,14,986,1
67,77,20,1560,1
68,82,26,2152,1
69,99,15,1505,1
70,79,13,1047,1
71,96,28,2708,1
72,80,26,2100,1
73,88,30,2660,1
74,81,14,1154,1
75,92,30,2780,1
76,70,18,1280,1
77,82,12,1004,1
78,87,33,2891,1
79,87,22,1934,1
80,69,28,1952,1
81,74,11,834,1
82,92,20,1860,1
83,88,16,1428,1
84,86,17,1482,1
85,92,31,2872,1
86,68,9,632,1
87,94,21,1994,1
88,69,22,1538,1
89,98,31,3058,1
90,76,26,1996,1
91,97,21,2057,1
92,70,14,1000,1
93,92,25,2320,1
94,69,27,1883,1
95,73,3,239,1
96,75,2,170,1
97,79,27,2153,1
98,79,11,889,1
99,91,27,2477,1
100,86,27,2342,1
101,82,30,2480,1
102,87,31,2717,1
103,94,21,1994,1
104,70,18,1280,1
105,89,3,287,1
106,73,23,1699,1
107,93,27,2531,1
108,73,16,1188,1
109,86,19,1654,1
110,91,28,2568,1
111,84,3,272,1
112,71,13,943,1
113,71,15,1085,1
114,81,11,911,1
115,83,10,850,1
116,95,4,400,1
117,76,21,1616,1
118,100,12,1220,1
119,97,20,1960,1
120,76,6,476,1
121,99,16,1604,1
122,96,16,1556,1
123,96,22,2132,1
124,84,4,356,1
125,75,21,1595,1
126,100,10,1020,1
127,66,4,284,1
128,79,28,2232,1
129,82,22,1824,1
130,80,10,820,1
131,80,27,2180,1
132,100,24,2420,1
133,94,20,1900,1
134,70,8,580,1
135,89,21,1889,1
136,67,29,1963,1
137,84,28,2372,1
138,78,14,1112,1
139,85,6,530,1
140,84,21,1784,1
141,97,10,990,1
142,98,14,1392,1
143,84,14,1196,1
144,100,31,3120,1
145,77,9,713,1
146,79,11,889,1
147,98,2,216,1
148,95,23,2205,1
149,87,31,2717,1
150,100,12,1220,1
151,83,31,2593,1
152,82,7,594,1
153,96,28,2708,1
154,91,3,293,1
155,94,5,490,1
156,88,21,1868,1
157,97,4,408,1
158,80,8,660,1
159,70,12,860,1
160,91,18,1658,1
161,68,27,1856,1
162,80,17,1380,1
163,99,22,2198,1
164,73,3,239,1
165,98,31,3058,1
166,85,9,785,1
167,72,33,2396,1
168,90,33,2990,1
169,98,9,902,1
170,95,33,3155,1
171,96,27,2612,1
172,96,1,116,1
173,100,19,1920,1
174,78,7,566,1
175,84,26,2204,1
176,75,20,1520,1
177,83,10,850,1
178,87,3,281,1
179,97,4,408,1
180,76,17,1312,1
181,87,31,2717,1
182,77,28,2176,1
183,85,16,1380,1
184,69,15,1055,1
185,76,22,1692,1
186,88,12,1076,1
187,84,19,1616,1
188,97,27,2639,1
189,86,1,106,1
190,95,19,1825,1
191,81,8,668,1
192,76,7,552,1
193,68,12,836,1
194,69,8,572,1
195,89,24,2156,1
196,66,19,1274,1
197,92,32,2964,1
198,75,16,1220,1
199,88,21,1868,1
