ID,WIDTH,HEIGHT,PROFIT,COPIES
0,10,82,2460,1
1,10,89,1780,1
2,19,72,1368,1
3,21,88,1848,1
4,12,94,3384,1
5,7,81,1701,1
6,27,94,5076,1
7,14,94,3948,1
8,33,87,5742,1
9,27,84,6804,1
10,6,89,1602,1
11,8,97,1552,1
12,2,93,558,1
13,24,69,3312,1
14,26,76,1976,1
15,26,67,3484,1
16,33,85,8415,1
17,9,86,1548,1
18,6,80,960,1
19,6,93,1674,1
20,9,67,1206,1
21,14,73,1022,1
22,5,67,335,1
23,18,81,1458,1
24,10,82,2460,1
25,21,96,4032,1
26,33,75,4950,1
27,18,99,5346,1
28,31,78,2418,1
29,25,77,3850,1
30,32,88,2816,1
31,26,81,6318,1
32,29,100,5800,1
33,6,90,1620,1
34,14,78,2184,1
35,8,72,1728,1
36,31,91,8463,1
37,28,67,5628,1
38,31,69,4278,1
39,1,93,93,1
40,2,88,352,1
41,20,85,1700,1
42,11,66,1452,1
43,6,68,816,1
44,24,85,4080,1
45,32,93,5952,1
46,33,91,9009,1
47,13,78,1014,1
48,25,82,4100,1
49,6,73,876,1
